Key,Value
2,"{(238, 133), (1, 86), (215, 165), (858, 143), (770, 30), (1006, 176), (586, 65), (304, 160), (607, 170), (188, 150), (45, 37), (371, 104), (1169, 139), (293, 111), (6, 112), (892, 65), (1217, 78), (1051, 119), (520, 74), (1171, 65), (867, 84), (205, 38), (152, 65), (544, 77), (304, 89), (421, 162), (816, 38), (733, 104), (137, 58), (573, 222), (694, 158), (844, 231), (383, 153), (496, 106), (69, 170), (962, 94), (1091, 132), (527, 120), (1169, 134), (1155, 25), (520, 179), (466, 34), (770, 9), (527, 77), (602, 71), (528, 30), (967, 10), (48, 33), (920, 90), (15, 57), (520, 71), (532, 36), (738, 141), (716, 49), (544, 74), (744, 65), (256, 110), (107, 48), (548, 65), (400, 57), (6, 47), (653, 93), (706, 50), (571, 124), (922, 46), (39, 89), (294, 50), (520, 39), (383, 61), (6, 159), (1217, 70), (587, 77), (694, 148), (363, 15), (978, 117), (953, 63), (814, 58), (39, 82), (253, 161), (527, 101), (1221, 45), (1150, 67), (1064, 43), (993, 56), (150, 172), (145, 20), (519, 81), (982, 74), (236, 67), (109, 112), (714, 170), (742, 140), (352, 34), (952, 78), (167, 37), (575, 109), (367, 263), (351, 38), (47, 90), (650, 41), (1006, 88), (1016, 153), (744, 121), (320, 50), (31, 66), (706, 113), (743, 132), (694, 175), (565, 189), (261, 174), (193, 94), (702, 127), (102, 92), (144, 171), (1031, 0), (709, 68), (677, 134), (655, 97), (892, 77), (1097, 9), (1016, 173), (367, 176), (1150, 48), (1217, 117), (87, 30), (467, 107), (706, 81), (367, 276), (714, 167), (717, 44), (563, 224), (616, 34), (844, 197), (549, 78), (773, 36), (1213, 88), (575, 106), (1112, 75), (351, 90), (746, 137), (864, 56), (655, 92), (817, 78), (812, 146)}"
20,"{(1129, 36), (922, 94), (1188, 122), (1200, 96), (559, 170), (1174, 44), (362, 80), (357, 35), (307, 321), (185, 29), (502, 87), (598, 36), (525, 37), (844, 223), (742, 291), (185, 108), (550, 11), (188, 165), (462, 14), (649, 23), (1129, 32), (607, 203), (108, 44), (1014, 72), (195, 66), (725, 88), (1150, 57), (234, 116), (686, 14), (152, 98), (544, 107), (464, 26), (922, 129), (956, 244), (383, 16), (1002, 67), (253, 74), (591, 78), (907, 58), (660, 111), (784, 12), (978, 106), (597, 15), (1220, 85), (1149, 43), (36, 179), (630, 79), (1200, 155), (1140, 107), (307, 316), (478, 36), (720, 30), (1129, 55), (102, 81), (89, 26), (1023, 25), (546, 42), (1146, 138), (29, 51), (961, 50), (870, 32), (380, 80), (533, 118), (1091, 147), (290, 61), (804, 212), (554, 89), (523, 92), (600, 22), (856, 18), (1200, 121), (815, 47), (51, 96), (915, 49), (488, 46), (1202, 182)}"
200,"{(1101, 58), (1021, 84), (573, 171), (956, 266), (1178, 22), (1021, 22), (482, 90), (705, 33)}"
2000,"{(452, 27), (795, 90), (392, 100), (69, 16), (1187, 19), (717, 88), (1217, 14)}"
200000,"{(532, 93)}"
200FOLD,"{(749, 176)}"
201,"{(195, 57)}"
2016,"{(1120, 298)}"
202,"{(303, 95)}"
2024,"{(874, 87)}"
203,"{(358, 129), (286, 55), (286, 106), (147, 59), (919, 63)}"
2030,"{(533, 102)}"
2032,"{(310, 145)}"
2035,"{(356, 94)}"
204,"{(290, 95), (290, 114), (290, 133), (661, 17), (870, 13), (290, 71), (278, 48), (290, 154)}"
205,"{(20, 37)}"
2060,"{(1203, 74)}"
207,"{(1228, 18)}"
20X109,"{(655, 70), (655, 99)}"
20YEAR,"{(956, 351)}"
21,"{(830, 72), (1110, 157), (653, 21), (1000, 229), (458, 65), (202, 17), (1107, 38), (346, 25), (1110, 12), (961, 57), (959, 29), (523, 84), (1005, 26), (1107, 22), (704, 77), (145, 22), (535, 153), (844, 194), (1086, 26), (841, 97), (865, 21), (526, 24), (302, 96), (1101, 78)}"
2100,"{(259, 82)}"
212,"{(1124, 40), (357, 24), (152, 84), (621, 86)}"
215,"{(737, 92)}"
217,"{(742, 231), (137, 214)}"
21YEAROLD,"{(1018, 6), (965, 9)}"
22,"{(523, 101), (578, 107), (368, 32), (188, 22), (422, 15), (753, 108), (526, 17), (986, 203), (369, 42), (3, 61), (364, 73), (753, 28), (1005, 127), (598, 38), (819, 132), (1202, 195), (703, 63), (760, 39), (1199, 71), (3, 72), (1, 105), (93, 17), (11, 58), (93, 93), (1121, 294)}"
221,"{(606, 157), (1120, 312)}"
223,"{(820, 20), (1120, 240)}"
22341,"{(436, 12)}"
224,"{(874, 60)}"
225,"{(506, 64)}"
226,"{(1120, 252), (952, 24)}"
2281,"{(544, 100)}"
229,"{(198, 12)}"
2294,"{(528, 90)}"
22YEAROLD,"{(227, 10), (478, 13)}"
23,"{(617, 169), (1074, 23), (864, 31), (466, 91), (986, 23), (248, 91), (179, 135), (1014, 167), (1213, 77), (864, 85), (800, 149), (417, 82), (288, 26), (1014, 154), (757, 31), (733, 122), (978, 54), (550, 104), (864, 108), (864, 59), (1206, 79)}"
231,"{(1070, 117)}"
23187,"{(741, 18)}"
232,"{(1000, 62), (1120, 302), (1000, 10)}"
233,"{(536, 90)}"
234,"{(916, 27), (815, 107)}"
2362,"{(1120, 236)}"
238,"{(1120, 369)}"
239,"{(506, 76)}"
23DIPHOSPHOGLYCERATE,"{(757, 30)}"
23DPG,"{(757, 77), (757, 62), (757, 45), (757, 83)}"
23F,"{(554, 97)}"
24,"{(321, 24), (102, 120), (744, 142), (361, 23), (607, 167), (858, 170), (804, 19), (630, 111), (786, 114), (848, 65), (899, 58), (322, 80), (144, 52), (347, 36), (848, 92), (686, 115), (964, 47), (1207, 49), (18, 147), (769, 110), (1142, 47), (835, 24), (1199, 206), (24, 65), (102, 103), (11, 28), (630, 36), (302, 78), (1220, 66), (830, 54), (963, 50), (244, 192), (710, 59), (766, 57), (24, 15)}"
240,"{(167, 15), (1147, 94), (393, 114)}"
24000,"{(705, 101)}"
242,"{(1207, 125)}"
2425DIHYDROXYVITAMIN,"{(1108, 103), (1108, 6)}"
2425OH2D,"{(1108, 114)}"
24358,"{(435, 10)}"
244,"{(844, 232)}"
245,"{(506, 75)}"
2472,"{(1207, 75)}"
248,"{(137, 151)}"
24H,"{(424, 15)}"
24HOUR,"{(417, 68)}"
24HR,"{(955, 164)}"
24NA,"{(140, 56)}"
24YEAROLD,"{(956, 218)}"
25,"{(804, 172), (1038, 55), (424, 52), (1207, 111), (361, 17), (722, 8), (981, 143), (104, 56), (1006, 197), (349, 76), (550, 8), (144, 101), (596, 42), (677, 6), (1157, 115), (144, 61), (754, 103), (1003, 203), (70, 60), (293, 83), (372, 111), (287, 70), (1150, 179), (291, 107), (368, 110), (606, 119), (1207, 189), (611, 23), (954, 106), (1038, 84), (1224, 92), (1207, 27), (842, 32), (61, 47), (522, 134), (1124, 84), (1003, 266), (144, 200), (1042, 78), (65, 181), (563, 208), (1107, 73), (102, 87), (308, 73), (722, 21), (597, 8)}"
250,"{(1019, 78), (159, 44), (522, 91), (920, 63)}"
2500,"{(717, 51), (804, 103), (881, 26), (226, 26)}"
25100,"{(744, 56)}"
253,"{(1101, 72), (679, 27)}"
2537,"{(438, 6)}"
254,"{(149, 7)}"
2548,"{(982, 197)}"
257,"{(742, 238), (1042, 176)}"
25971,"{(442, 6)}"
25HYDROXYCHOLECALCIFEROL,"{(1106, 0), (1106, 26)}"
25HYDROXYVITAMIN,"{(1107, 2), (1108, 3), (1108, 100)}"
25OHD,"{(1106, 40), (1108, 111)}"
25OHD3,"{(1108, 112)}"
25OHD325OHD,"{(1108, 116)}"
26,"{(195, 46), (232, 19), (172, 32), (806, 53), (904, 27), (594, 29), (725, 27), (147, 53), (788, 13), (554, 35), (563, 221), (162, 32), (608, 146), (472, 63), (375, 237), (394, 9), (291, 94), (754, 59), (266, 113), (250, 160), (416, 76), (382, 86), (1210, 113)}"
261,"{(1169, 132)}"
263,"{(22, 40)}"
265,"{(852, 61)}"
26500,"{(356, 130)}"
266,"{(782, 45), (1227, 79)}"
268,"{(677, 105)}"
269,"{(111, 75), (37, 141)}"
2690,"{(356, 39)}"
27,"{(983, 58), (662, 39), (424, 140), (293, 108), (532, 268), (1101, 13), (250, 67), (1149, 38), (111, 195), (1199, 142), (998, 39), (535, 150), (211, 77), (916, 76), (1110, 33), (1231, 54), (1196, 44), (733, 112), (1196, 50)}"
270,"{(1162, 81)}"
274,"{(677, 21)}"
27784,"{(444, 6)}"
28,"{(1199, 61), (137, 87), (320, 126), (1007, 40), (143, 96), (667, 23), (167, 8), (275, 17), (578, 149), (1202, 184), (228, 36), (722, 44), (1067, 23), (744, 156), (804, 204), (143, 28), (143, 165), (1200, 94), (473, 107), (744, 161), (36, 32), (813, 32), (1038, 77), (1188, 95)}"
280,"{(714, 80)}"
281,"{(11, 88)}"
282,"{(320, 119)}"
28590,"{(445, 3)}"
286,"{(1091, 166), (259, 142)}"
287,"{(686, 136)}"
288,"{(293, 135)}"
29,"{(336, 55), (271, 90), (916, 44), (714, 208), (562, 25), (1101, 74), (1135, 48), (51, 40), (358, 118), (1002, 40), (369, 72), (982, 19), (161, 40), (583, 62), (271, 46), (102, 94), (205, 34), (688, 26), (725, 84), (1135, 28), (819, 88), (961, 53), (347, 28)}"
291307,"{(431, 10)}"
294,"{(1120, 362)}"
295,"{(737, 72), (1120, 201)}"
297317,"{(72, 9)}"
2DEOXYGLUCOSE,"{(1085, 128)}"
2HOUR,"{(1162, 19)}"
2M,"{(1202, 133), (1202, 123), (1205, 61), (820, 107), (1205, 74), (1202, 71), (1202, 29), (1202, 176), (1202, 211), (1202, 46)}"
2MACROGLOBULIN,"{(1056, 22), (1211, 25), (1056, 88), (1056, 11), (1205, 59), (1202, 27)}"
2MACROGLOBULINPROTEASE,"{(391, 4), (1202, 2)}"
2MERCAPTOETHYLAMINE,"{(1092, 165)}"
2MIN,"{(526, 52)}"
2MONTHOLD,"{(262, 19)}"
2MTRYPSIN,"{(1202, 94), (1202, 74)}"
2ND,"{(1149, 75)}"
2YR,"{(1005, 204)}"
3,"{(421, 142), (61, 52), (544, 84), (567, 189), (1011, 56), (351, 92), (607, 179), (15, 60), (228, 85), (564, 120), (466, 39), (467, 123), (870, 55), (307, 314), (370, 217), (1203, 63), (864, 69), (358, 53), (987, 130), (174, 27), (816, 49), (1091, 141), (266, 64), (482, 106), (177, 105), (61, 31), (383, 155), (39, 3), (108, 36), (576, 52), (870, 59), (39, 85), (800, 153), (1016, 195), (1205, 101), (235, 115), (383, 84), (1149, 151), (422, 51), (1014, 109), (1149, 62), (983, 121), (554, 78), (23, 152), (1221, 59), (649, 77), (1204, 125), (567, 44), (1042, 127), (345, 178), (400, 59), (778, 227), (877, 133), (660, 25), (421, 109), (586, 78), (1149, 137), (193, 113), (1053, 84), (738, 145), (1, 144), (105, 46), (804, 175), (383, 36), (655, 116), (549, 86), (61, 131), (982, 81), (495, 69), (892, 68), (815, 113), (878, 96), (137, 89), (810, 47), (1155, 17), (844, 207), (567, 124), (266, 56), (650, 30), (523, 142), (830, 52), (205, 144), (677, 176), (293, 119), (405, 89), (348, 64), (714, 179), (1135, 44), (1188, 114), (523, 53), (88, 55), (956, 121), (978, 151), (39, 70), (742, 188), (528, 33), (563, 247), (743, 150), (379, 29), (1150, 64), (1129, 75), (1173, 130), (71, 114), (150, 178), (1150, 82), (733, 114), (1003, 66), (5, 104), (266, 81), (1064, 61), (563, 240), (567, 167), (909, 56), (1092, 104), (304, 275), (922, 59), (193, 160), (1188, 120), (253, 101), (482, 100), (23, 96), (1217, 76), (48, 79)}"
30,"{(238, 78), (1014, 131), (800, 86), (1003, 274), (514, 95), (1016, 192), (903, 74), (141, 90), (892, 233), (956, 358), (612, 105), (187, 20), (1003, 243), (303, 97), (876, 35), (936, 74), (1151, 35), (1016, 115), (1104, 57), (147, 157), (606, 49), (1203, 152), (1237, 25), (8, 240), (706, 14), (773, 46), (1205, 97), (8, 133), (354, 59), (851, 20), (865, 13), (234, 186), (604, 39), (190, 161), (1003, 126), (380, 90), (1201, 102), (300, 79), (61, 41), (806, 15), (947, 85), (1130, 66), (1210, 62), (1003, 150), (1150, 111), (667, 247), (1047, 22), (934, 41), (667, 27), (707, 96), (522, 188)}"
300,"{(629, 20), (804, 16), (978, 101), (1207, 129), (304, 101), (1051, 84)}"
301,"{(1091, 175)}"
3014CMDG,"{(563, 33), (563, 167), (563, 177), (563, 88)}"
3014CMETHYL,"{(563, 31)}"
30160,"{(1016, 113)}"
3046,"{(70, 13)}"
307,"{(506, 63), (1000, 71)}"
30MIN,"{(1006, 54), (955, 108)}"
30YEAR,"{(799, 11)}"
30YEAROLD,"{(872, 24)}"
31,"{(677, 74), (1002, 26), (61, 110), (738, 96), (618, 33), (322, 141), (562, 18), (59, 17), (744, 153), (393, 103), (24, 59), (417, 97), (907, 55), (1196, 57), (59, 50), (346, 18), (1046, 88), (738, 94), (145, 43), (358, 138), (583, 82), (662, 15)}"
310,"{(310, 77)}"
31136,"{(440, 19)}"
312,"{(1042, 87)}"
313,"{(248, 47), (858, 55)}"
3185,"{(514, 62)}"
32,"{(55, 90), (982, 151), (382, 82), (865, 145), (914, 16), (188, 52), (760, 34), (506, 96), (864, 18), (1081, 34), (753, 46), (1002, 58), (857, 109), (415, 26), (660, 135), (686, 71), (1135, 13), (266, 61), (244, 58), (535, 149)}"
320,"{(1147, 10)}"
3211,"{(852, 23)}"
32130,"{(1053, 16)}"
322,"{(848, 56)}"
324,"{(437, 6)}"
329,"{(677, 79)}"
32PPHOSPHATE,"{(1085, 160)}"
33,"{(1199, 125), (51, 50), (372, 109), (401, 96), (544, 99), (769, 56), (956, 193), (890, 19), (393, 116), (322, 86), (1047, 179), (843, 68), (916, 52), (107, 20), (1207, 140), (177, 167), (522, 76), (574, 92), (1110, 158), (195, 53)}"
333,"{(1027, 61), (248, 70), (714, 192)}"
3337,"{(528, 82)}"
33405,"{(984, 86)}"
336,"{(578, 119)}"
337,"{(358, 115)}"
339,"{(877, 89)}"
34,"{(1043, 52), (870, 46), (1101, 90), (1054, 26), (1200, 87), (1206, 96), (462, 32), (989, 127), (1174, 69), (1027, 95), (188, 50), (819, 94)}"
340,"{(137, 208)}"
342,"{(671, 72)}"
34228,"{(38, 27)}"
346,"{(786, 81)}"
3461,"{(251, 8)}"
35,"{(369, 104), (864, 28), (100, 28), (686, 143), (757, 8), (982, 29), (848, 16), (819, 102), (22, 120), (1002, 86), (1016, 97), (738, 107), (119, 19), (1237, 31), (848, 61), (164, 63), (244, 187), (242, 19), (473, 31), (522, 259), (887, 73), (303, 59), (522, 152), (164, 53), (596, 28), (100, 151), (858, 134), (848, 11)}"
3500,"{(573, 212), (392, 104)}"
357,"{(393, 105)}"
35ADENOSINE,"{(1157, 44)}"
35CYCLIC,"{(548, 3), (495, 1), (548, 35)}"
35MONOPHOSPHATE,"{(259, 7), (1230, 39), (259, 26), (259, 4), (961, 2), (961, 21), (259, 21), (1230, 8)}"
35S,"{(710, 170)}"
35SHEPARIN,"{(121, 155), (108, 64), (108, 3), (121, 3), (108, 28), (121, 60)}"
35SO4,"{(23, 146), (23, 52), (23, 122)}"
35SSULFATE,"{(312, 141)}"
36,"{(677, 92), (231, 23), (1107, 69), (393, 110), (544, 108), (355, 13), (354, 11), (677, 61), (26, 23), (195, 121), (956, 406), (486, 62), (109, 117), (813, 94), (672, 24), (1007, 17), (1073, 23), (660, 144), (250, 96), (1007, 35), (677, 108), (578, 144), (992, 31), (630, 124), (606, 78), (348, 11)}"
360,"{(1051, 32)}"
3613,"{(960, 33)}"
362,"{(680, 89), (310, 76)}"
365,"{(1137, 34), (148, 58), (1141, 62)}"
366,"{(293, 109)}"
3694,"{(1120, 197)}"
37,"{(725, 190), (800, 74), (1043, 54), (877, 104), (522, 117), (520, 77), (368, 25), (527, 109), (1005, 63), (8, 127), (131, 60), (466, 14), (749, 143), (956, 183), (228, 90), (998, 54), (411, 135), (411, 74), (228, 99), (527, 87), (1016, 105), (1208, 25), (350, 40), (111, 200), (367, 187), (527, 56), (631, 71), (350, 3), (350, 21), (520, 182), (527, 129), (1005, 28), (738, 84), (1053, 90)}"
374,"{(742, 135)}"
377,"{(855, 57)}"
378,"{(1075, 61)}"
379,"{(660, 131)}"
38,"{(744, 104), (983, 104), (1199, 119), (804, 23), (1086, 74), (1091, 138), (1042, 173), (555, 64), (218, 49), (640, 67), (420, 6), (1135, 34), (804, 134), (375, 246)}"
381,"{(451, 44)}"
3855,"{(107, 112)}"
3895,"{(849, 104)}"
39,"{(238, 123), (594, 17), (554, 45), (778, 229), (1005, 74), (8, 177), (555, 29), (559, 173), (8, 61), (843, 41), (658, 128), (1199, 115), (231, 19)}"
395,"{(914, 32), (137, 193)}"
397,"{(137, 179)}"
398,"{(844, 224)}"
3ALPHANAPHTHYLPHOSPHATE,"{(405, 142), (405, 127)}"
3DAYOLD,"{(99, 16)}"
3H,"{(269, 46), (143, 63), (269, 84), (23, 148), (23, 54), (676, 172), (710, 68)}"
3H17,"{(840, 142)}"
3HCAMP,"{(973, 88)}"
3HDEXAMETHASONE,"{(840, 125)}"
3HFUCOSE,"{(710, 167)}"
3HGLUCOSAMINE,"{(312, 143), (23, 124), (710, 47)}"
3HGLUCOSAMINELABELED,"{(710, 161)}"
3HLEUCINE,"{(190, 122)}"
3HNACETYLMANNOSAMINE,"{(710, 168)}"
3HOUABAIN,"{(655, 198), (125, 11), (124, 76)}"
3HTDR,"{(453, 42), (1142, 44), (453, 80), (1142, 20)}"
3HTHYMIDINE,"{(668, 65), (1142, 3)}"
3HURIDINE,"{(143, 57)}"
3K,"{(848, 88)}"
3METHOXYPHENYLLALANINE,"{(70, 22), (70, 6)}"
3OMETHYLGLUCOSE,"{(1085, 134)}"
3RD,"{(1149, 83)}"
3YEAROLD,"{(648, 101)}"
4,"{(1199, 146), (607, 188), (467, 132), (1143, 92), (810, 41), (193, 139), (1151, 44), (1070, 89), (660, 99), (702, 83), (152, 76), (1070, 27), (606, 103), (862, 16), (1045, 64), (972, 25), (1091, 150), (702, 140), (36, 105), (205, 42), (804, 114), (527, 150), (956, 337), (853, 52), (826, 35), (111, 217), (844, 217), (1045, 66), (606, 132), (143, 160), (1221, 66), (1150, 79), (1110, 31), (188, 177), (544, 92), (1085, 59), (563, 255), (577, 43), (564, 64), (586, 94), (982, 58), (102, 118), (253, 168), (1020, 105), (379, 57), (745, 116), (421, 102), (170, 38), (97, 41), (947, 114), (363, 17), (1150, 39), (714, 186), (752, 60), (864, 82), (784, 37), (106, 101), (745, 139), (1208, 19), (596, 111), (852, 37), (293, 128), (745, 157), (29, 21), (528, 40), (307, 319), (458, 82), (550, 46), (1199, 202), (293, 66), (612, 133), (303, 61), (1085, 72), (86, 196), (118, 118), (804, 131), (458, 95), (1064, 88), (660, 29), (978, 210), (655, 90), (469, 61), (810, 55), (871, 22), (922, 70), (743, 166), (71, 127), (15, 12)}"
40,"{(913, 33), (1010, 42), (885, 121), (65, 177), (1014, 140), (464, 21), (1104, 76), (794, 27), (1075, 43), (660, 161), (485, 74), (222, 8), (411, 66), (865, 32), (293, 80), (800, 76), (429, 99), (291, 95), (649, 56), (842, 5), (871, 26), (819, 22), (1039, 135), (1056, 41), (411, 77), (854, 37), (399, 5), (483, 130), (364, 130), (293, 88), (253, 58), (554, 31), (604, 41), (1203, 53), (842, 22), (300, 11), (399, 38), (300, 81)}"
4000,"{(892, 322), (705, 51), (444, 59)}"
404,"{(451, 47)}"
405,"{(1100, 60), (714, 168)}"
41,"{(111, 107), (1141, 55), (238, 26), (806, 16), (858, 56), (1137, 31), (145, 18), (1171, 121), (145, 37), (952, 13)}"
410,"{(742, 220), (522, 87)}"
413,"{(323, 39), (1090, 48)}"
416,"{(310, 98)}"
417,"{(65, 16), (65, 51), (65, 35)}"
4180,"{(446, 10)}"
42,"{(660, 80), (769, 124), (22, 107), (914, 47), (1002, 163), (819, 43), (486, 73), (800, 88), (550, 66), (673, 15)}"
420,"{(686, 99)}"
423,"{(677, 101)}"
425,"{(680, 78), (1139, 65)}"
43,"{(813, 27), (616, 41), (424, 20), (760, 16), (853, 62), (8, 234), (607, 186), (411, 57), (978, 34), (993, 172), (68, 8), (414, 36)}"
433,"{(714, 236)}"
435,"{(896, 20), (916, 77)}"
4395,"{(709, 104)}"
44,"{(271, 53), (857, 107), (1151, 16), (703, 68), (655, 132), (523, 73), (613, 79), (608, 124), (591, 93), (1200, 72), (618, 62), (458, 108), (8, 56)}"
440610,"{(248, 153)}"
441,"{(259, 256)}"
45,"{(379, 23), (1213, 81), (664, 61), (630, 108), (472, 31), (83, 21), (1006, 139), (1055, 40), (550, 69), (1006, 206), (88, 23), (30, 97), (1101, 86), (967, 64), (1006, 50), (812, 175), (369, 185), (1006, 71), (742, 122), (330, 156), (578, 105), (48, 28), (608, 42), (83, 68), (83, 80), (550, 76), (1006, 103)}"
4500,"{(565, 69)}"
45100,"{(709, 114)}"
4555,"{(543, 163)}"
45CA,"{(1201, 84), (1026, 55), (1026, 32), (1026, 77), (1201, 144), (1026, 12), (829, 38), (850, 95), (1201, 159), (829, 14), (1201, 65), (829, 4)}"
46,"{(578, 120), (1075, 63), (1216, 50), (411, 53), (259, 36), (1003, 217), (892, 88), (1005, 84), (864, 15), (863, 25), (156, 15), (852, 30), (843, 52)}"
460,"{(707, 62)}"
464,"{(1014, 21), (594, 18)}"
468,"{(469, 63)}"
47,"{(355, 84), (358, 81), (896, 35), (1000, 57), (488, 8), (1062, 25), (266, 50)}"
470,"{(137, 147), (660, 207)}"
473,"{(1121, 241)}"
48,"{(615, 56), (934, 62), (1000, 184), (1051, 57), (1044, 108), (608, 28), (303, 70), (819, 72), (819, 17), (260, 115), (384, 11), (864, 49), (319, 133)}"
483,"{(424, 31)}"
487,"{(1070, 129)}"
49,"{(892, 90), (647, 52), (1203, 48), (1119, 16), (961, 60), (1227, 38), (271, 93), (1075, 70), (1059, 60), (271, 56), (271, 24)}"
493,"{(1091, 148)}"
496,"{(1121, 261)}"
499,"{(310, 149)}"
4AMINOBENZOIC,"{(1100, 37)}"
4B,"{(256, 51), (521, 64), (530, 85)}"
4HYDROXYPHENYL,"{(1051, 16)}"
4HYDROXYPHENYLACETIC,"{(1051, 2), (1051, 166)}"
4METHYLUMBELLIFERONE,"{(1070, 98), (951, 89)}"
4METHYLUMBELLIFERYL,"{(1068, 46), (1136, 29), (1130, 88)}"
4METHYLUMBELLIFERYLBETANACETYLGLUCOSAMINIDASE,"{(853, 84)}"
4METHYLUMBELLIFERYLGUANIDINOBENZOATE,"{(1070, 12), (951, 2), (951, 25), (862, 2)}"
4METHYLUMBELLIFERYLRHOGUANIDINOBENZOATE,"{(1140, 55)}"
4NACETYLLTYROSYLAMINOBENZOIC,"{(1100, 7), (1100, 24), (1100, 99)}"
4NBENZOYLLTYROSYLAMINOBENZOIC,"{(1100, 102)}"
4NITROCATECHOLMG,"{(310, 81)}"
4PI,"{(708, 52)}"
4PIGEOMETRY,"{(709, 32)}"
4TH,"{(930, 54)}"
4WEEK,"{(606, 173)}"
4WKOLD,"{(1204, 127)}"
4YEAR,"{(411, 129), (1014, 12), (38, 37)}"
5,"{(778, 34), (467, 139), (773, 38), (850, 38), (544, 102), (613, 37), (1006, 133), (814, 36), (1016, 198), (717, 94), (1180, 114), (51, 34), (778, 82), (522, 68), (858, 145), (141, 129), (613, 76), (677, 97), (130, 74), (867, 77), (901, 54), (830, 76), (714, 194), (234, 48), (188, 154), (806, 66), (802, 14), (116, 58), (668, 80), (528, 48), (615, 34), (1038, 82), (844, 226), (586, 110), (159, 86), (1038, 93), (1038, 221), (814, 10), (806, 45), (864, 105), (21, 47), (61, 28), (814, 40), (345, 162), (205, 103), (1132, 41), (495, 60), (144, 156), (1199, 97), (526, 32), (728, 20), (1006, 47), (920, 71), (901, 76), (804, 24), (563, 270), (1104, 72), (130, 77), (578, 23), (371, 48), (867, 80), (372, 22), (5, 36), (607, 196), (312, 135), (1129, 119), (330, 189), (522, 112), (426, 50), (606, 127), (676, 188), (1014, 46), (307, 248), (1188, 116), (1150, 55), (495, 57), (753, 44), (1091, 158), (949, 19), (1178, 28), (810, 44), (952, 82), (422, 57), (956, 235), (1121, 158), (980, 64), (22, 113), (1071, 38), (815, 51), (51, 48), (952, 75), (119, 21), (850, 45)}"
50,"{(123, 91), (144, 59), (696, 87), (384, 77), (742, 203), (953, 81), (369, 61), (453, 109), (144, 86), (880, 109), (742, 288), (1064, 49), (238, 126), (852, 41), (612, 126), (960, 80), (238, 80), (330, 154), (528, 38), (228, 42), (742, 147), (1038, 57), (144, 195), (260, 147), (664, 63), (1059, 31), (956, 287), (1006, 190), (1038, 249), (736, 27), (904, 23), (609, 23), (43, 11), (174, 107), (964, 22), (742, 113), (1053, 88), (583, 80), (247, 6), (1085, 92), (29, 9), (307, 121), (686, 163), (29, 18), (523, 47), (885, 52), (810, 52), (544, 82), (1237, 143), (703, 148), (1027, 44), (356, 49), (660, 95), (742, 170), (1059, 115), (1237, 112), (472, 53), (705, 81)}"
500,"{(1221, 78)}"
5000,"{(878, 64), (749, 276)}"
50000,"{(617, 46), (9, 71)}"
500011000,"{(574, 79)}"
5004,"{(424, 159)}"
500600,"{(5, 75)}"
50100,"{(825, 49)}"
503,"{(177, 76)}"
5075,"{(612, 130)}"
5080,"{(141, 137)}"
5099,"{(825, 40)}"
51,"{(904, 36), (380, 14), (857, 106), (1237, 132), (914, 21), (672, 30), (102, 105)}"
510,"{(676, 103), (1021, 94), (304, 84), (744, 62)}"
5112904,"{(248, 167)}"
512MONTHOLD,"{(362, 18)}"
513,"{(660, 246)}"
5154,"{(532, 208)}"
516,"{(606, 146)}"
517,"{(1120, 386)}"
51700,"{(356, 128)}"
51CR,"{(676, 236)}"
51CRLABELED,"{(676, 220)}"
52,"{(578, 53), (586, 5), (1059, 129), (3, 68), (1016, 119), (1059, 61), (676, 60), (244, 51), (1002, 69), (1002, 94), (310, 79)}"
522,"{(384, 7)}"
523,"{(1091, 196)}"
524,"{(1067, 29)}"
525,"{(350, 30), (407, 67)}"
53,"{(1205, 16), (778, 217), (675, 77), (746, 47), (177, 63), (488, 27), (111, 101)}"
530,"{(956, 295)}"
5331,"{(424, 154)}"
536,"{(233, 49)}"
54,"{(1139, 241), (1139, 110), (22, 50), (1141, 71), (1139, 212), (1137, 26), (1139, 163), (1139, 86), (1059, 62), (211, 73), (1139, 42)}"
545,"{(660, 228)}"
548,"{(530, 61), (1100, 41), (407, 49), (530, 27)}"
55,"{(65, 184), (868, 39), (521, 86), (320, 144), (349, 74), (69, 176), (606, 53), (989, 159), (851, 30), (543, 146), (195, 114)}"
5500,"{(1085, 54)}"
551,"{(177, 68), (109, 110)}"
557,"{(1196, 26), (868, 120)}"
559787,"{(625, 77)}"
56,"{(1027, 84), (1203, 148), (211, 39), (631, 108), (664, 57), (630, 95), (1100, 73), (102, 89), (1139, 75)}"
565,"{(853, 63)}"
567,"{(323, 38), (606, 201)}"
57,"{(177, 59), (111, 94), (1005, 29), (660, 153), (554, 41), (111, 83), (1059, 79), (1237, 127)}"
575,"{(458, 50)}"
58,"{(375, 68), (956, 334), (1059, 63), (714, 175)}"
583,"{(424, 156)}"
585,"{(815, 80), (310, 99)}"
586,"{(424, 161)}"
59,"{(357, 39), (421, 61), (51, 27), (382, 16), (667, 185), (956, 75), (485, 59), (369, 95)}"
594,"{(607, 194)}"
595,"{(844, 215)}"
598,"{(11, 82)}"
59FE,"{(709, 21)}"
59FE2,"{(251, 184), (709, 4), (709, 139), (251, 15), (251, 175), (709, 79), (251, 62), (709, 27)}"
59FEABSORPTION,"{(709, 102), (709, 86)}"
59FELABELED,"{(708, 22)}"
5FLUOROCYTOSINE,"{(1015, 42)}"
